"id","title","description","image"
"904","Phu An Bamboo Village","Born from an ecological bamboo conservation project, Phu An Bamboo Village (in Phu An commune, Ben Cat town) has transformed into a 'green tourism' destination, welcoming around 10,000 domestic and international visitors annually. The local tourism industry is currently promoting it to become a major attraction for visitors from around the world.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/LANGTREPHUAN/LANG-TRE-PHU-AN-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/LANGTREPHUAN/LANG-TRE-PHU-AN-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/LANGTREPHUAN/LANG-TRE-PHU-AN-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/LANGTREPHUAN/LANG-TRE-PHU-AN-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/LANGTREPHUAN/LANG-TRE-PHU-AN-1.jpg"
"905","Thuy Chau Tourist Area","Thuy Chau is a newly emerged tourist destination near Saigon, popular among young people and families as a weekend getaway spot. Located about 25km from Saigon, in Binh Thang commune, Di An town, Binh Duong province.|||For those seeking a peaceful escape from the hustle and bustle of city life in Saigon, or simply looking for a short trip to bond with loved ones, Thuy Chau Tourist Area in Binh Duong is an ideal choice.|||Built as an 18-hectare artificial entertainment complex, the scenery here, from the treetops to the streams and forests, exudes a natural and serene atmosphere.|||At first glance, you'll be captivated by the scenery, with lush green trees lining the entrance, winding along the path to the largest artificial waterfall in Binh Duong province.|||The romantic landscape, reminiscent of Korea, with fallen leaves scattered on the ground, will leave you in awe. Be sure to capture these wonderful moments with your phone.|||In Thuy Chau, you'll immerse yourself in endless nature: lush green grass, meandering streams, and birds singing melodiously...|||All of these elements combine to create a breathtakingly beautiful scene that will make you forget you're in an artificial tourist area. Many visitors have praised Thuy Chau, comparing it to a miniature Da Lat, with its green landscapes, fresh air, and serene atmosphere.|||Visiting Thuy Chau Tourist Area, you'll have an unforgettable experience, swimming in the cool, clear waters of the artificial waterfall. Invite your friends and family to join you and let the powerful flow of the waterfall wash away your worries.|||Although it's an artificial waterfall, it looks like a natural wonder. The water flows gently under the falls, passing through rocks scattered along the stream, creating a beautiful landscape like a watercolor painting.|||Thuy Chau Tourist Area is truly an ideal picnic spot that you shouldn't miss, with its unique blend of natural beauty and modern amenities. Not only can you enjoy the majestic natural scenery reminiscent of Da Lat, but you can also take stunning photos like in Korea, and experience the modern European-style pool area. With a massive 1,200m2 area, this will be the perfect space for you and your loved ones to relax and unwind.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/KDLTHUYCHAU/DL-THUY-CHAU-1.jpg"
"906","Dau Tieng Lake Tourist Complex","Dau Tieng Lake is situated on the border of three provinces: Binh Duong, Binh Phuoc, and Tay Ninh, playing a crucial role in the regional economic development, especially in water management. Notably, it is the largest artificial lake in the country, covering an area of 27km2 and holding an average of 1.58 billion cubic meters of water. While its primary function is to supply water to the Saigon River and surrounding areas, in recent years, the lake has also been developed for tourism, becoming a popular destination that welcomes thousands of visitors annually.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/DAUTIENG/HO-DAU-TIENG-1.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/DAUTIENG/HO-DAU-TIENG-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/DAUTIENG/HO-DAU-TIENG-2.jpg"
"907","Công viên nước Thanh Lễ","Công viên có hồ thiếu nhi dành riêng cho trẻ em. Trẻ em đến đây có thể chơi các trò chơi với tàu chaỵ bằng hơi nước, các máng trượt nhỏ, các hình tượng nấm, rùa, cá sấu phun nước…phù hợp với lứa tuổi thiếu nhi.|||Ngoài ra công viên còn có hồ tạo sóng với nhiều chương trình chơi sóng hấp dẫn: sóng cao 0.9m và đợt sóng ngắn, sóng đơn, sóng kép, sóng đan xen…|||Sau thời gian vui chơi khách có thể thư giãn với dòng sông lười. Đặc biệt dòng sông lười tạo nên vòng xoáy, tạo cảm giác thích thú mới lạ.|||Bên cạnh các hồ bơi còn có hệ thống máng trượt, có máng trượt ba làn độ cao 6m, các loại máng trượt xoắn kín, xoắn hở độ cao 9m tạo cảm giác mạnh, từ trên cao rơi xuống hồ.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CVVHTHANHLE/CV-VH-THANH-LE-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CVVHTHANHLE/CV-VH-THANH-LE-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CVVHTHANHLE/CV-VH-THANH-LE-1.jpg"
"908","Gió & Nước Café Bình Dương","Designed by renowned architect Võ Trọng Nghĩa, this café's main concept revolves around utilizing natural water and ventilation to cool the space, creating a sense of openness and closeness to nature.|||In 2016, the wNw Cafe, designed by Võ Trọng Nghĩa and his team, made its mark in Bình Dương with a unique design that won second prize at the 2006 Vietnam Architecture Awards, and later, Võ Trọng Nghĩa became the first Vietnamese to win the gold medal at the 2007-2008 Arcasia Awards for the 'Wind and Water' café in Bình Dương. The café continued to achieve success with awards such as second prize in the international bamboo architecture competition organized by Bamboo Technologies Maui (USA) in 2007, and the International Architecture Award (IAA) in the USA in 2009.|||Its appearance immediately caught the attention of modern, stylish customers who love nature, and it has proven its unique appeal to customers visiting the café. 'Bình Dương is changing, and demands are changing with the unique features of the project; we will attract all customers from inside and outside the province and foreign tourists who love the essence of Vietnam, Vietnamese culture, and the Vietnamese soul,' the café owner shared.|||The wNw architecture remains close to nature and people, as seen in the open space overlooking the street and the use of natural materials like bamboo, wood, and stone. The image of the wNw café is designed to convey the traditional values of Vietnamese culture, which is the purity of the lotus flower. The bamboo garden with its green color reflects the communal bond between family and friends, making it an ideal meeting spot for customers looking to relax after work and escape the confines of home. Not only is it a harmonious combination of aesthetic space through scientific interior arrangement, but the project has also utilized wind energy and the cooling ability of water to create a natural air conditioner. A notable change is the central bar, which has been refined to serve groups of friends, families, and organizations celebrating birthdays, parties, and special occasions.|||In the new plan, wNw will have entertainment programs, lucky draws, music, and interactions with singers from Ho Chi Minh City and Bình Dương. The prices of drinks and light meals will also be adjusted to suit customers from inside and outside the country.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/BinhDuong/CAFEGIVNC/CAFE-GIO-VA-NUOC.jpg"
"909","Phuoc Loc Tho Ancient Village Tourist Area","Located in Hựu Thạnh commune, Đức Hòa district, Long An province, Phước Lộc Thọ ancient village is a unique tourist destination in Long An. The entire village covers about 10 hectares and was started in 2006. Some main activities in the village include visiting the ancient house complex, exploring the orchid garden, old trees, and rockery, and visiting the zoo...","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-10.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-8.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-7.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-6.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-5.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/LongAn/Long-An-Lang-Phuoc-Loc-Tho-1.jpg"
"910","Binh Thanh Ancient Tower","Located on the right bank of the Vam Co Dong River, Binh Thanh ancient tower is a remnant of the Oc Eo culture, dating back to the 8th century. The tower stands 10m tall, with each side measuring 5m, and is oriented towards the four cardinal directions.|||The main entrance of the tower faces East, while the other three sides feature intricately carved false doors adorned with beautiful patterns.|||Considered a remarkably sturdy and elaborate architectural work, the tower has survived for centuries with minimal damage, a testament to its enduring construction. Discovered by the Indochina Research Institute in 1886, the tower was classified as an architectural and artistic monument in 1993 and restored in 1999.|||The site attracts an increasing number of tourists, and if you're visiting Tay Ninh, be sure to stop by this incredible landmark!","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Thap-co-Binh-Thanh-1.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh--Thap-co-Binh-Thanh-2.jpg"
"911","Go Chua Fruit Garden","Mentioning the Southern region, everyone thinks of the freshest and most delicious fruit gardens, and Tay Ninh is no exception. Go Chua Fruit Garden is a popular destination where you can explore vast orchards and savor the fresh, cool taste of various fruits right at the garden.|||The hospitality and enthusiasm of the locals in these fruit gardens will also leave a lasting impression on you, making the experience even more memorable. Additionally, you can hand-pick fruits to bring back as gifts for your loved ones.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/TayNinh/Tay-Ninh---Vuon-trai-cay-Go-Chua.jpg"
"912","Tân Tuyến Cajuput Forest Ecotourism","An Giang is a land that leaves a strong impression on many tourists, not only because it is a place where many unique cultures of the Kinh, Chinese, Cham, and Khmer communities blend and converge, but also because it possesses the simple, characteristic beauty of the Mekong Delta's riverine landscape and diverse natural scenery, from vast green rice fields, the dreamy Cô Tô Mountain, the tall sugar palm trees of Tịnh Biên reaching for the sky, to the mysterious Thất Sơn range and many other attractive historical and cultural sites.|||But perhaps the most memorable destination when traveling to An Giang is the vast, lush cajuput forests. In addition to the poetic and picturesque Tra Su Forest, which has become a top check-in spot in the Mekong Delta, Tan Tuyen Forest is also attracting a large number of tourists lately. Let's explore this attractive An Giang travel destination with LuhanhVietNam!|||Located in Tri Ton and Tinh Bien districts, Tan Tuyen Melaleuca Forest is a popular An Giang tourist destination, covering 1752 ha of the district's total 1928.4 ha area.|||An Giang province, including Tan Tuyen forest, has great potential for developing eco-tourism, thanks to its incredibly rich flora and fauna. Some notable eco-tourism spots in An Giang include Keo Heaven God forest, Ba Pond on Cam Mountain, Keo O Tuk Xa forest in Chi Lang, Soai So Lake mango forest in Tri Ton district, and the ancient Heaven God forest on Co To mountain in Tri Ton, and now Tan Tuyen forest.|||This place boasts not only a vast expanse of lush green cajuput forest but also a dominant algae industry with numerous species, including green algae, siliceous algae, blue-green algae, golden algae, eye algae, yellow algae, and armored algae. Many of these species serve as nutritious food for fish and shrimp in the forest.|||This is a significant advantage of the forest as it allows for the development of a complete tourism service to recreate military life. This helps tourists have attractive and engaging military life experiences. If you're a fan of the popular 2020 reality show 'Sao nhập ngũ' then you shouldn't miss this forest.|||Tan Tuyen Cajuput Forest features a military camp system, watchtowers, and the Hoang Cam kitchen. Photo: Lang Thang An Giang|||While Tra Su Forest has a long wooden bridge and a beautiful bird nest dock reminiscent of Europe, Tan Tuyen Forest in An Giang has its own 5,000m-long wooden plank bridge connecting the main area to smaller trails, winding through the forest to bring visitors closer to nature.|||Take a motorboat ride through the cajuput forest to admire the flora and fauna, or stroll along the shaded walkways to discover the pristine beauty of the surroundings, and don't forget to capture the moment with dreamy photos at this new and exciting destination in An Giang.|||In addition to its natural beauty, Tan Tuyen Cajuput Forest in An Giang Province offers various eco-tourism activities that promise to bring new experiences of flooding season tourism in the Western region, such as net casting, fishing, and crab catching, and savoring delicious countryside cuisine with many specialties from Chau Doc, Tinh Bien, Tri Ton, and more.|||More good news for tourists who love the Western region: a rest stop for food and drinks is being completed to serve visitors, expected to be finished before the 2021 Lunar New Year.|||Explore Tan Tuyen Forest An Giang - a preserved mangrove forest|||The area is being planned for eco-tourism development|||Covering an area of 1,672 hectares, Tan Tuyen Melaleuca Forest in An Giang is being listed as a protected wetland nature reserve. Part of this, 250 hectares in Zone A, is planned for tourism development. The forest's protected area will include three functional sub-zones, all in sub-zone 30B. Notably, the most strictly protected sub-zone spans 81.85 hectares, comprising lots 6, 10, 11, 12, 13, 14, 15, adjacent to An Giang Provincial Army Forest Station.|||The ecological restoration subzone covers approximately 94.06ha, comprising zones 7, 8, 9, and 16 (in subzone 30B). Finally, the administrative and service subzone spans a total of 80.48ha, including zones 1, 2, 3, 4, and 5.|||The buffer zone of Tan Tuyen Cajuput Forest Landscape Protection Area in An Giang Province covers approximately 380.9 hectares, located in Tan Duc, Tan An, and Tan Loi hamlets, Tan Tuyen commune, Tinh Bien district. With its planning and special investment regime, this pristine cajuput forest promises to be a new destination in An Giang, so let's plan to explore it with friends in early 2021.","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/RungtramTanTuyen/Tan-Tuyen-4.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/RungtramTanTuyen/Tan-Tuyen-3.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/RungtramTanTuyen/Tan-Tuyen-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/RungtramTanTuyen/Tan-Tuyen-1.jpg"
"913","My Khanh Strawberry Garden in An Giang","This strawberry garden is worth a visit. From Long Xuyen, cross Ton Duc Thang Bridge (parallel to Quay Bridge), then follow the sign to turn left into My Khanh. After about 30 minutes, you'll arrive.|||It's best to go early in the morning when the strawberries are still ripe and haven't been harvested yet. Note that purple strawberries are ripe, while red ones are not. The garden owner is friendly and welcoming, allowing you to pick strawberries freely, but please don't overdo it. You can buy strawberries at 30-40 thousand per kilogram. They also have strawberry smoothies for 15,000 dong. Additionally, you can enjoy steamed snails with lemongrass and a dipping sauce made with a type of citrus fruit. All in all, it's a delicious, nutritious, and affordable experience. A great spot for an eco-friendly outing!","https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/VuonDauMyKhanh/Vuon-Dau-Tam-My-Khanh-2.jpg|||https://csdl.vietnamtourism.gov.vn/uploads/images/01_3/CSDLDIEMDL2021/ANGIANG/Vuon-Dau-Tam-My-Khanh-1.jpg"
"914","Yen Tu Historical and Scenic Site","The Yen Tu Historical and Scenic Site stretches nearly 20 km across Phuong Dong ward and Thượng Yên Công commune, Uong Bi city, Quang Ninh province, classified as a national historical site in 1974 and recognized as a Special National Site in 2012.|||Yen Tu Mountain stands at 1,068m above sea level, the highest peak of the Yen Tu mountain range in the Dong Trieu Arc. For centuries, Yen Tu has been revered as a sacred land of 'địa linh' (holy land) and 'phúc địa' (blessed land). The area boasts breathtaking scenery and preserves the long-standing historical and cultural values of Vietnam.|||Yen Tu Mountain has had many names throughout history, including Phu Van Son (Floating Cloud Mountain), Tuong Son (Elephant Mountain), Yen Son (Yen Mountain), Bach Van Son (White Cloud Mountain), and Linh Son (Sacred Mountain). The name 'Yen Tu Mountain' originates from a legend about a northern hermit named An Ky Sinh, who came to the mountain to practice his spiritual craft, built a hermitage, and gathered rare medicinal herbs to create an elixir of immortality. The locals admired and revered him, calling him Thay An (meaning 'Peaceful Master'), and the mountain was named after him as Thay An Mountain. During the Le Trung Hưng period, to avoid using the same title as An Do Vuong Trinh Cuong, the name 'An' was mispronounced as 'Yen', and An Tu was changed to Yen Tu.|||Yen Tu is the birthplace of Truc Lam Yen Tu Zen, a place associated with the name and extraordinary career of the King who became a Buddha - the heroic Emperor Tran Nhan Tong. After leading the people of Dai Viet to victory against the Yuan Mongol invaders in 1285 and 1288, he renounced the throne, became a monk, and came to Yen Tu to practice (in August 1299) with the Dharma name Hương Vân Đại Đầu Đà, and the title Trúc Lâm Đại Sỹ, founding the Truc Lam Yen Tu Zen school, which has a profound influence on the development of Vietnamese Buddhism.|||Yen Tu Historical and Cultural Vestige is a complex of Buddhist architectural structures, comprising 10 pagodas: Bi Thượng (Trình) Pagoda, Suối Tắm Pagoda, Cầm Thực Pagoda, Lân Pagoda - Trúc Lâm Yen Tu Zen Institute, Giải Oan Pagoda, Hoa Yên Pagoda, Một Mái Pagoda, Bảo Sái Pagoda, Vân Tiêu Pagoda, Đồng Pagoda; many hermitage ruins like Lò Rèn Hermitage, Thiền Định Hermitage, Diêm Hermitage, Hoa Hermitage, Dược Hermitage…; and numerous tomb towers worshiping Zen masters from the Tran - Le era, concentrated in tower gardens: Huệ Quang, Hòn Ngọc, Lân Pagoda, Vọng Tiên Cung or located in front of pagodas: Bí Thượng, Giải Oan, Một Mái, Bảo Sái… along with thousands of ancient artifacts within the 2,783ha Yen Tu National Forest, featuring a rich and diverse system of flora and fauna, with many species listed in Vietnam's Red Book. Yen Tu can be likened to a living museum of historical, cultural, and spiritual values, as well as a museum of biological diversity.|||- The Yên Tử (Yen Tu) relic and landscape complex has been completed with a dossier submitted to UNESCO for recognition as a world heritage site, in cooperation between Quảng Ninh (Quang Ninh) province and the neighboring provinces of Hải Dương (Hai Duong) and Bắc Giang (Bac Giang).|||This name refers to two large mountain ranges in the shape of a crescent, including Năm Mẫu (Yên Tử) and Bình Liêu, along with the slate hill area between them. The East Wing is located in the eastern part of Northeast Vietnam, spanning across Quảng Ninh, Lạng Sơn, Bắc Giang, Hải Dương, and Hải Phòng provinces.|||According to the Complete Annals of Dai Viet","https://csdl.vietnamtourism.gov.vn/uploads/images/22_50/Chua-Dong.jpg"
"915","Ba Vang Pagoda","Located on Thanh Dang Mountain in the Dong Trieu range, Ba Vang Pagoda is situated in Quang Trung ward, Uong Bi city, Quang Ninh province. Its Chinese name, Bao Quang Tu, translates to a temple of precious light. The pagoda is also known as Ba Vang, referring to the three precious gems of Buddhism: Buddha, Dharma, and Sangha.|||According to the Chinese inscriptions on a stone incense burner, the pagoda was originally built in 1705, during the reign of King Le Du Tong. After centuries, the old pagoda was destroyed, leaving behind only a few artifacts like stone steles, stone turtles, and broken tiles. In 1988, a new pagoda was constructed from wood, and in 1993, it was rebuilt using stone, brick, and cement on a smaller scale, covering an area of approximately 1,400 square meters.|||In 2007, the pagoda was recognized as a provincial historical and cultural relic. In 2009, the Quang Ninh provincial government approved a plan to preserve and restore the pagoda. With the support of local authorities, Buddhists, and visitors, the pagoda's first phase of construction began in 2011. By 2014, the first phase of the restoration project was completed, covering an area of 22,000 square meters, with several large-scale constructions, including the 4,500 square meter Great Bell Temple, Bell Tower, Drum Tower, and other facilities. In 2014, the pagoda held a grand opening ceremony and received a record for having the largest main hall in Indochina.|||To meet the cultural and spiritual needs of Buddhists and visitors, the pagoda continued its second phase of construction, including the Great Lecture Hall, the Great Trai Hall, a kitchen, a 9,000 square meter Buddhist area, the Golden Bridge, and a statue of Buddha. With these impressive Buddhist cultural and spiritual constructions, Ba Vang Pagoda has received a world record for the largest Buddhist lecture hall on a mountain, certified by the Worldings and WRA.",""
"916","Dinh Den Cong - Long Khanh Pagoda - Co Linh Shrine","Dinh Den Cong, whose Chinese name is 'Den Cong Dinh', originated from the village of Den Cong, which later became Dien Cong, now known as Den Cong 2 ward, Uong Bi city, Quang Ninh province. About 1km southwest of Dinh Den Cong lies Co Linh Shrine (also known as Cay Gieng Shrine). Dinh Den Cong is a special national relic within the Bach Dang Dinh historical complex in Trưng Vương ward, Uong Bi city, Quang Ninh province.|||The communal house is dedicated to the village's tutelary deity, comprising deities such as Tran Hung Dao, the highest-ranking deity, and five generals who helped him achieve the great victory at Bach Dang: Cao Son, Quy Minh, Nam Hai Ton Than, Phi Bong Tuong Quan, and Bach Thach Tuong Quan. These deities revealed in a dream to Hung Dao Vuong the location of the ancient Cay Gieng tree near Dinh Dien Cong, where he could set up a signal fire to launch a unified attack against the invading Mongol fleet, leading to the historic Battle of Bach Dang in 1288. After the battle, Tran Hung Dao held a ceremony to thank the deities and renamed the village Den Cong, which translates to 'Temple of Gratitude'. Later, the people revered him as the village's tutelary deity, and a temple was built in his honor. The name 'Dinh Den Cong' reflects the people's gratitude towards the national heroes who fought against foreign invaders.|||Dinh Dien Cong has a close relationship with Co Linh Shrine, located about 1km away, in a Dinh-Mieu (Temple-Shrine) complex. According to legend and folklore, Co Linh Shrine was built in the early 14th century but was damaged by a flood in 1954, leaving only its foundation. The villagers then brought the shrine's artifacts to Dinh Den Cong for worship. In 2014, the shrine was rebuilt, and its grounds were expanded and renovated by 2017.|||Every year, on the 13th, 14th, and 15th days of the first lunar month, the communal house holds a spring festival to honor the deities and pray for a prosperous new year with abundant harvests and good fortune.|||Long Khanh Pagoda is located adjacent to Dinh Den Cong, on its left side, and is a long-standing place of Buddhist worship and cultural activities for the local community.|||Along with other relics like the Bach Dang stakes, the Vua Ba Shrine, and several communal houses, Dinh Den Cong - Long Khanh Pagoda - Co Linh Shrine is a key part of the Bach Dang Victory Historical Complex.||||||[1] According to Dinh Den Cong's deity records, Cao Son and Quy Minh are considered a single entity, referred to as the Four Great Generals.",""
"917","Pho Am Pagoda","Located at the foot of Duat Van mountain in Bac Son ward, 4km from Uong Bi city center, Pho Am Pagoda is also known as Am Pagoda (or Am Van Tu in Chinese characters). The name Pho Am can be interpreted as 'broad understanding', with 'Pho' meaning 'wide' and 'Am' meaning 'understanding'.|||According to the inscription on the stone incense burner, one of the ancient artifacts still preserved today, Am Pagoda was built in 1705 during the reign of King Le Du Tong, under the Vinh Thinh era. Pho Am Pagoda was constructed on a high, airy, and bright plot of land, with its facade facing southeast. A small stream runs in front of the pagoda, with the gentle Uong River in the distance. This stunning location creates a serene and peaceful atmosphere.|||Over its 300-year history, Pho Am Pagoda has undergone several restorations. The first renovation took place in 1802 during the reign of King Gia Long. In 1979, the pagoda underwent major repairs. In 1994, the worship hall was rebuilt, and in 2002, the entire Main Hall, ancestral house, and other structures were restored.|||Today, Pho Am Pagoda showcases the architectural style of the Nguyen dynasty. The main hall, designed in the shape of the Chinese character 'Cong', covers an area of 350m² and features 3 front chambers, 2 side chambers, and 3 rear chambers. The pagoda serves as both a place of Buddhist worship and a hub for cultural and spiritual activities for the local community.",""
"918","Lung Xanh Waterfall","Located just over 2km from Uong Bi city, in Quang Trung ward, Lung Xanh is nestled in a sacred area connected to Yen Tu Mountain, Trung Yen Lake, and shares the same water source as Ba Vang Pagoda.|||Lung Xanh boasts a rich natural vegetation, with many gentle streams and waterfalls meandering through the forest canopy, creating a breathtaking natural landscape with three consecutive waterfalls cascading down, cool and beautiful like a natural painting gifted to Uong Bi city. This is why it's called Lung Xanh, meaning “green-blue water”, surrounded by lush trees, consecutive waterfalls, and scattered rocks of various shapes and sizes along the winding stream that flows through the green forest. Each waterfall has clear and calm pools, reflecting the sky and forest, creating a fresh atmosphere and beautiful scenery.|||In addition to its natural beauty, the Lung Xanh area is closely linked to the Yen Tu historical site and connected to Yen Trung Lake, making it a special ecological area in Uong Bi that attracts tourists from near and far.",""
"919","Museum - Library of Quang Ninh Province - October 30th Square","The Quang Ninh Museum and Library is a key project celebrating the 50th anniversary of the province's establishment (October 30th, 1963 - October 30th, 2013).|||With its unique architecture, beautiful space, and numerous valuable exhibits, the Quang Ninh Museum and Library has become a new tourist attraction, drawing large crowds of locals and visitors. The complex has a total investment of over 900 billion VND, comprising three interconnected buildings via elevated walkways, including the museum, library, and conference areas. The library building, adjacent to the museum, is designed in a modern style, with the ground floor storing over 100,000 books, newspapers, and magazines across various fields. However, the museum still has many empty spaces that have not been utilized for exhibits, such as the first-floor area featuring natural wonders, the third floor showcasing coal and a special exhibit on President Ho Chi Minh's connection to Quang Ninh, as well as the ethnic groups of Quang Ninh; the conference block only has an exhibit on artifacts on its second floor.","https://csdl.vietnamtourism.gov.vn/uploads/images/22_50/Background-1.jpg"
"920","Ha Long Market 1","Located in the heart of Ha Long city, this market is the main commercial hub of Quang Ninh province. Stalls selling coal souvenirs, seafood products, wooden items, and fresh seafood, including squid cakes, attract many tourists. The market offers a wide range of goods, from everyday items to high-end products, with a significant portion being Chinese-made. The seafood here is fresh and affordable. Notably, Ha Long Market is famous for its squid cakes, which are grilled to perfection, emitting a tempting aroma that makes it hard for visitors to resist trying some and remembering the taste forever.",""
"921","Vincom Ha Long Center","Designed in luxurious European royal style, this complex features a high-end shopping center, educational and health consulting services for children, a dining area, ice skating rink, cinema, and game zone. As the largest commercial center in Quang Ninh Province and one of the biggest in the northern region, Vincom Ha Long Center will be a landmark in the heart of Ha Long City, offering a comprehensive range of services and a must-visit tourist destination for travelers to Quang Ninh",""
"922","Marine Plaza Shopping Center","The Ha Long Marine Plaza complex, invested and developed by Syrena Vietnam, features a range of unique services including entertainment zones, traditional craft villages, water parks, shopping centers, food courts, seafood night markets, and international standard cinemas. Ha Long Marine Plaza is a must-visit destination for tourists traveling to Ha Long Bay. Strategically located between Tuan Chau and Bai Chay, the complex welcomes a large number of tourists, around 2000-2500 international and domestic visitors daily. With synchronized planning, smooth transportation, and new developments since 2013, including the annual Carnaval festival and a new financial center, Ha Long Marine has become an ideal choice for tourism and hotel investors.|||","https://csdl.vietnamtourism.gov.vn/uploads/images/22_50/trung-tam-thuong-mai-ha-long-marina-canh-alacarte-ha-long.jpg"
